timestamp,device_id,temp_c,motion,battery,data_quality_status
2026-07-12 14:52:50,SN-9984,29.7,true,76.0,Clean
2026-07-12 14:52:50,SN-9985,27.4,false,81.0,Clean
2026-07-12 14:52:50,SN-9986,30.5,false,69.0,Clean
2026-07-12 14:53:00,SN-9982,29.4,true,88.0,Clean
2026-07-12 14:53:00,SN-9983,28.5,true,94.0,Clean
2026-07-12 14:53:00,SN-9984,30.0,true,76.0,Clean
2026-07-12 14:53:00,SN-9985,27.3,false,81.0,Clean
2026-07-12 14:53:00,SN-9986,30.1,false,69.0,Clean
2026-07-12 14:53:10,SN-9982,29.2,true,88.0,Clean
2026-07-12 14:53:10,SN-9983,28.6,true,94.0,Clean
2026-07-12 14:53:10,SN-9984,30.0,false,76.0,Clean
2026-07-12 14:53:10,SN-9985,27.1,true,81.0,Clean
2026-07-12 14:53:10,SN-9986,30.1,false,69.0,Clean
2026-07-12 14:53:20,SN-9982,29.1,true,88.0,Clean
2026-07-12 14:53:20,SN-9983,28.6,false,94.0,Clean
2026-07-12 14:53:20,SN-9984,29.7,true,76.0,Clean
2026-07-12 14:53:20,SN-9985,27.2,true,81.0,Clean
2026-07-12 14:53:20,SN-9986,30.2,true,69.0,Clean
2026-07-12 14:53:30,SN-9982,29.2,false,88.0,Clean
2026-07-12 14:53:30,SN-9983,28.5,true,94.0,Clean
2026-07-12 14:53:30,SN-9984,29.9,true,76.0,Clean
2026-07-12 14:53:30,SN-9985,27.1,false,81.0,Clean
2026-07-12 14:53:30,SN-9986,30.0,false,69.0,Clean
2026-07-12 14:53:40,SN-9982,29.4,false,88.0,Clean
2026-07-12 14:53:40,SN-9983,28.8,true,94.0,Clean
2026-07-12 14:53:40,SN-9984,29.7,false,76.0,Clean
2026-07-12 14:53:40,SN-9985,27.2,true,81.0,Clean
2026-07-12 14:53:40,SN-9986,30.1,false,69.0,Clean
2026-07-12 14:53:50,SN-9982,29.2,,88.0,Warning: Missing or Outlier Data
2026-07-12 14:53:50,SN-9983,28.4,false,94.0,Clean
2026-07-12 14:53:50,SN-9984,29.6,true,76.0,Clean
2026-07-12 14:53:50,SN-9985,27.0,true,81.0,Clean
2026-07-12 14:53:50,SN-9986,30.0,false,69.0,Clean
2026-07-12 14:54:00,SN-9982,29.2,true,87.0,Clean
2026-07-12 14:54:00,SN-9983,28.7,false,93.0,Clean
2026-07-12 14:54:00,SN-9984,,true,75.0,Warning: Missing or Outlier Data
2026-07-12 14:54:00,SN-9985,26.8,true,80.0,Clean
2026-07-12 14:54:00,SN-9986,,true,68.0,Warning: Missing or Outlier Data
2026-07-12 14:54:10,SN-9982,29.4,true,87.0,Clean
2026-07-12 14:54:10,SN-9983,28.5,true,93.0,Clean
2026-07-12 14:54:10,SN-9984,29.4,true,75.0,Clean
2026-07-12 14:54:10,SN-9985,27.0,true,80.0,Clean
2026-07-12 14:54:10,SN-9986,30.0,false,68.0,Clean
2026-07-12 14:54:20,SN-9982,29.3,true,87.0,Clean
2026-07-12 14:54:20,SN-9983,28.4,false,93.0,Clean
2026-07-12 14:54:20,SN-9984,29.3,false,75.0,Clean
2026-07-12 14:54:20,SN-9985,26.7,true,80.0,Clean
2026-07-12 14:54:20,SN-9986,29.7,true,68.0,Clean
2026-07-12 14:54:30,SN-9982,29.3,true,87.0,Clean
2026-07-12 14:54:30,SN-9983,28.5,false,93.0,Clean
2026-07-12 14:54:30,SN-9984,29.1,true,75.0,Clean
2026-07-12 14:54:30,SN-9985,26.8,true,80.0,Clean
2026-07-12 14:54:30,SN-9986,29.6,true,68.0,Clean
2026-07-12 14:54:40,SN-9982,29.3,false,87.0,Clean
2026-07-12 14:54:40,SN-9983,28.2,true,93.0,Clean
2026-07-12 14:54:40,SN-9984,29.2,false,75.0,Clean
2026-07-12 14:54:40,SN-9985,26.8,true,80.0,Clean
2026-07-12 14:54:40,SN-9986,29.4,false,68.0,Clean
2026-07-12 14:54:50,SN-9982,28.8,true,87.0,Clean
2026-07-12 14:54:50,SN-9983,28.1,false,93.0,Clean
2026-07-12 14:54:50,SN-9984,28.9,false,75.0,Clean
2026-07-12 14:54:50,SN-9985,26.4,false,80.0,Clean
2026-07-12 14:54:50,SN-9986,29.3,false,68.0,Clean
2026-07-12 14:55:00,SN-9982,29.0,true,87.0,Clean
2026-07-12 14:55:00,SN-9983,28.1,false,93.0,Clean
2026-07-12 14:55:00,SN-9984,29.0,false,75.0,Clean
2026-07-12 14:55:00,SN-9985,26.4,false,80.0,Clean
2026-07-12 14:55:00,SN-9986,29.4,true,68.0,Clean
2026-07-12 14:55:10,SN-9982,28.6,true,87.0,Clean
2026-07-12 14:55:10,SN-9983,28.0,true,93.0,Clean
2026-07-12 14:55:10,SN-9984,28.8,true,75.0,Clean
2026-07-12 14:55:10,SN-9985,26.6,false,80.0,Clean
2026-07-12 14:55:10,SN-9986,29.3,true,68.0,Clean
2026-07-12 14:55:20,SN-9982,28.6,true,87.0,Clean
2026-07-12 14:55:20,SN-9983,28.0,false,93.0,Clean
2026-07-12 14:55:20,SN-9984,29.1,false,75.0,Clean
2026-07-12 14:55:20,SN-9985,26.6,false,80.0,Clean
2026-07-12 14:55:20,SN-9986,29.4,false,68.0,Clean
2026-07-12 14:55:30,SN-9982,28.8,false,87.0,Clean
2026-07-12 14:55:30,SN-9983,27.8,false,93.0,Clean
2026-07-12 14:55:30,SN-9984,28.9,false,75.0,Clean
2026-07-12 14:55:30,SN-9985,26.5,false,80.0,Clean
2026-07-12 14:55:30,SN-9986,29.2,false,68.0,Clean
2026-07-12 14:55:40,SN-9982,28.5,false,87.0,Clean
2026-07-12 14:55:40,SN-9983,27.7,true,93.0,Clean
2026-07-12 14:55:40,SN-9984,,true,75.0,Warning: Missing or Outlier Data
2026-07-12 14:55:40,SN-9985,26.2,false,80.0,Clean
2026-07-12 14:55:40,SN-9986,29.5,true,,Warning: Missing or Outlier Data
2026-07-12 14:55:50,SN-9982,,true,87.0,Warning: Missing or Outlier Data
2026-07-12 14:55:50,SN-9983,27.5,true,93.0,Clean
2026-07-12 14:55:50,SN-9984,28.9,false,75.0,Clean
2026-07-12 14:55:50,SN-9985,26.5,false,80.0,Clean
2026-07-12 14:55:50,SN-9986,29.3,false,68.0,Clean
2026-07-12 14:56:00,SN-9982,28.6,false,87.0,Clean
2026-07-12 14:56:00,SN-9983,27.7,true,93.0,Clean
2026-07-12 14:56:00,SN-9984,28.8,false,75.0,Clean
2026-07-12 14:56:00,SN-9985,26.0,true,80.0,Clean
2026-07-12 14:56:00,SN-9986,29.2,false,68.0,Clean
2026-07-12 14:56:10,SN-9982,28.7,true,87.0,Clean
2026-07-12 14:56:10,SN-9983,27.7,false,93.0,Clean
2026-07-12 14:56:10,SN-9984,,true,75.0,Warning: Missing or Outlier Data
2026-07-12 14:56:10,SN-9985,26.3,false,80.0,Clean
2026-07-12 14:56:10,SN-9986,29.2,true,68.0,Clean
2026-07-12 14:56:20,SN-9982,28.6,false,87.0,Clean
2026-07-12 14:56:20,SN-9983,27.5,false,93.0,Clean
2026-07-12 14:56:20,SN-9984,28.7,false,75.0,Clean
2026-07-12 14:56:20,SN-9985,26.2,false,80.0,Clean
2026-07-12 14:56:20,SN-9986,29.0,true,68.0,Clean
2026-07-12 14:56:30,SN-9982,28.5,true,87.0,Clean
2026-07-12 14:56:30,SN-9983,27.4,true,93.0,Clean
2026-07-12 14:56:30,SN-9984,28.7,true,75.0,Clean
2026-07-12 14:56:30,SN-9985,25.9,true,80.0,Clean
2026-07-12 14:56:30,SN-9986,29.2,false,68.0,Clean
2026-07-12 14:56:40,SN-9982,28.1,,87.0,Warning: Missing or Outlier Data
2026-07-12 14:56:40,SN-9983,27.5,false,,Warning: Missing or Outlier Data
2026-07-12 14:56:40,SN-9984,28.5,false,75.0,Clean
2026-07-12 14:56:40,SN-9985,26.2,,80.0,Warning: Missing or Outlier Data
2026-07-12 14:56:40,SN-9986,29.3,false,68.0,Clean
2026-07-12 14:56:50,SN-9982,28.0,true,87.0,Clean
2026-07-12 14:56:50,SN-9983,27.5,true,93.0,Clean
2026-07-12 14:56:50,SN-9984,28.3,false,75.0,Clean
2026-07-12 14:56:50,SN-9985,25.8,,80.0,Warning: Missing or Outlier Data
2026-07-12 14:56:50,SN-9986,29.1,false,68.0,Clean
2026-07-12 14:57:00,SN-9982,28.2,true,87.0,Clean
2026-07-12 14:57:00,SN-9983,27.3,true,93.0,Clean
2026-07-12 14:57:00,SN-9984,28.6,false,75.0,Clean
2026-07-12 14:57:00,SN-9985,26.2,true,80.0,Clean
2026-07-12 14:57:00,SN-9986,29.1,false,68.0,Clean
2026-07-12 14:57:10,SN-9982,28.1,false,87.0,Clean
2026-07-12 14:57:10,SN-9983,27.4,false,93.0,Clean
2026-07-12 14:57:10,SN-9984,28.3,false,75.0,Clean
2026-07-12 14:57:10,SN-9985,25.9,false,80.0,Clean
2026-07-12 14:57:10,SN-9986,29.2,true,68.0,Clean
2026-07-12 14:57:20,SN-9982,28.0,false,87.0,Clean
2026-07-12 14:57:20,SN-9983,27.0,true,93.0,Clean
2026-07-12 14:57:20,SN-9984,28.1,true,75.0,Clean
2026-07-12 14:57:20,SN-9985,26.0,true,80.0,Clean
2026-07-12 14:57:20,SN-9986,29.3,false,68.0,Clean
2026-07-12 14:57:30,SN-9982,27.9,false,87.0,Clean
2026-07-12 14:57:30,SN-9983,27.2,false,,Warning: Missing or Outlier Data
2026-07-12 14:57:30,SN-9984,28.1,true,75.0,Clean
2026-07-12 14:57:30,SN-9985,26.0,false,80.0,Clean
2026-07-12 14:57:30,SN-9986,29.1,false,,Warning: Missing or Outlier Data
2026-07-12 14:57:40,SN-9982,28.1,true,87.0,Clean
2026-07-12 14:57:40,SN-9983,26.8,false,93.0,Clean
2026-07-12 14:57:40,SN-9984,28.0,true,75.0,Clean
2026-07-12 14:57:40,SN-9985,26.2,true,80.0,Clean
2026-07-12 14:57:40,SN-9986,29.0,false,68.0,Clean
2026-07-12 14:57:50,SN-9982,27.9,yes,87.0,Clean
2026-07-12 14:57:50,SN-9983,27.1,true,93.0,Clean
2026-07-12 14:57:50,SN-9984,28.2,true,75.0,Clean
2026-07-12 14:57:50,SN-9985,26.2,true,80.0,Clean
2026-07-12 14:57:50,SN-9986,29.4,true,68.0,Clean
2026-07-12 14:58:00,SN-9982,27.5,true,86.0,Clean
2026-07-12 14:58:00,SN-9983,27.1,true,92.0,Clean
2026-07-12 14:58:00,SN-9984,28.1,false,,Warning: Missing or Outlier Data
2026-07-12 14:58:00,SN-9985,,true,79.0,Warning: Missing or Outlier Data
2026-07-12 14:58:00,SN-9986,29.0,false,67.0,Clean
2026-07-12 14:58:10,SN-9982,27.7,true,86.0,Clean
2026-07-12 14:58:10,SN-9983,27.2,true,92.0,Clean
2026-07-12 14:58:10,SN-9984,28.3,true,74.0,Clean
2026-07-12 14:58:10,SN-9985,26.3,false,79.0,Clean
2026-07-12 14:58:10,SN-9986,29.5,false,67.0,Clean
2026-07-12 14:58:20,SN-9982,27.5,false,86.0,Clean
2026-07-12 14:58:20,SN-9983,26.9,false,92.0,Clean
2026-07-12 14:58:20,SN-9984,28.3,false,74.0,Clean
2026-07-12 14:58:20,SN-9985,26.1,true,79.0,Clean
2026-07-12 14:58:20,SN-9986,29.5,false,67.0,Clean
2026-07-12 14:58:30,SN-9982,27.4,true,86.0,Clean
2026-07-12 14:58:30,SN-9983,,false,92.0,Warning: Missing or Outlier Data
2026-07-12 14:58:30,SN-9984,28.1,false,74.0,Clean
2026-07-12 14:58:30,SN-9985,26.4,true,79.0,Clean
2026-07-12 14:58:30,SN-9986,29.4,true,67.0,Clean
2026-07-12 14:58:40,SN-9982,27.3,false,86.0,Clean
2026-07-12 14:58:40,SN-9983,26.7,true,92.0,Clean
2026-07-12 14:58:40,SN-9984,28.5,true,74.0,Clean
2026-07-12 14:58:40,SN-9985,26.4,false,79.0,Clean
2026-07-12 14:58:40,SN-9986,29.5,false,67.0,Clean
2026-07-12 14:58:50,SN-9982,27.6,false,86.0,Clean
2026-07-12 14:58:50,SN-9983,26.9,false,92.0,Clean
2026-07-12 14:58:50,SN-9984,,false,74.0,Warning: Missing or Outlier Data
2026-07-12 14:58:50,SN-9985,26.2,true,79.0,Clean
2026-07-12 14:58:50,SN-9986,29.3,true,67.0,Clean
2026-07-12 14:59:00,SN-9982,27.4,true,86.0,Clean
2026-07-12 14:59:00,SN-9983,27.1,true,92.0,Clean
2026-07-12 14:59:00,SN-9984,28.4,false,74.0,Clean
2026-07-12 14:59:00,SN-9985,26.2,false,79.0,Clean
2026-07-12 14:59:00,SN-9986,29.8,true,67.0,Clean
2026-07-12 14:59:10,SN-9982,27.3,true,86.0,Clean
2026-07-12 14:59:10,SN-9983,26.8,true,92.0,Clean
2026-07-12 14:59:10,SN-9984,28.4,false,74.0,Clean
2026-07-12 14:59:10,SN-9985,26.3,true,79.0,Clean
2026-07-12 14:59:10,SN-9986,29.6,false,67.0,Clean
2026-07-12 14:59:20,SN-9982,27.4,true,86.0,Clean
2026-07-12 14:59:20,SN-9983,27.2,false,92.0,Clean
2026-07-12 14:59:20,SN-9984,28.4,unknown,74.0,Clean
2026-07-12 14:59:20,SN-9985,26.4,true,79.0,Clean
2026-07-12 14:59:20,SN-9986,29.7,true,67.0,Clean
2026-07-12 14:59:30,SN-9982,27.6,true,86.0,Clean
2026-07-12 14:59:30,SN-9983,27.2,false,92.0,Clean
2026-07-12 14:59:30,SN-9984,28.2,false,74.0,Clean
2026-07-12 14:59:30,SN-9985,26.2,false,79.0,Clean
2026-07-12 14:59:30,SN-9986,29.9,false,67.0,Clean
2026-07-12 14:59:40,,26.4,true,79.0,Error: Missing Device ID
2026-07-12 14:59:40,SN-9982,27.6,false,86.0,Clean
2026-07-12 14:59:40,SN-9983,26.8,true,92.0,Clean
2026-07-12 14:59:40,SN-9984,28.3,true,74.0,Clean
2026-07-12 14:59:40,SN-9986,30.1,false,67.0,Clean
2026-07-12 14:59:50,SN-9982,27.7,false,86.0,Clean
2026-07-12 14:59:50,SN-9983,27.1,true,92.0,Clean
2026-07-12 14:59:50,SN-9984,28.4,true,74.0,Clean
2026-07-12 14:59:50,SN-9985,26.8,false,79.0,Clean
2026-07-12 14:59:50,SN-9986,29.9,false,67.0,Clean
2026-07-12 15:00:00,SN-9982,27.6,false,86.0,Clean
2026-07-12 15:00:00,SN-9983,27.0,true,92.0,Clean
2026-07-12 15:00:00,SN-9984,28.7,true,74.0,Clean
2026-07-12 15:00:00,SN-9985,26.8,false,79.0,Clean
2026-07-12 15:00:00,SN-9986,29.9,false,67.0,Clean
2026-07-12 15:00:10,SN-9982,27.4,true,86.0,Clean
2026-07-12 15:00:10,SN-9983,27.3,false,92.0,Clean
2026-07-12 15:00:10,SN-9984,28.8,false,74.0,Clean
2026-07-12 15:00:10,SN-9985,26.5,false,79.0,Clean
2026-07-12 15:00:10,SN-9986,29.9,true,67.0,Clean
2026-07-12 15:00:20,SN-9982,27.4,false,86.0,Clean
2026-07-12 15:00:20,SN-9983,27.3,true,92.0,Clean
2026-07-12 15:00:20,SN-9984,28.6,true,74.0,Clean
2026-07-12 15:00:20,SN-9985,27.0,true,79.0,Clean
2026-07-12 15:00:20,SN-9986,30.1,false,67.0,Clean
2026-07-12 15:00:30,SN-9982,27.5,false,86.0,Clean
2026-07-12 15:00:30,SN-9983,27.0,true,92.0,Clean
2026-07-12 15:00:30,SN-9984,28.9,true,74.0,Clean
2026-07-12 15:00:30,SN-9985,27.1,false,79.0,Clean
2026-07-12 15:00:30,SN-9986,30.5,true,67.0,Clean
2026-07-12 15:00:40,SN-9982,27.6,true,86.0,Clean
2026-07-12 15:00:40,SN-9983,27.3,true,92.0,Clean
2026-07-12 15:00:40,SN-9984,29.0,false,74.0,Clean
2026-07-12 15:00:40,SN-9985,26.9,true,79.0,Clean
2026-07-12 15:00:40,SN-9986,30.1,true,67.0,Clean
2026-07-12 15:00:50,SN-9982,27.5,true,86.0,Clean
2026-07-12 15:00:50,SN-9983,27.2,true,92.0,Clean
2026-07-12 15:00:50,SN-9984,29.1,false,74.0,Clean
2026-07-12 15:00:50,SN-9985,27.1,false,79.0,Clean
2026-07-12 15:00:50,SN-9986,30.2,false,67.0,Clean
2026-07-12 15:01:00,SN-9982,27.6,true,86.0,Clean
2026-07-12 15:01:00,SN-9983,27.4,true,92.0,Clean
2026-07-12 15:01:00,SN-9984,29.1,TRUEE,74.0,Clean
2026-07-12 15:01:00,SN-9985,27.2,true,79.0,Clean
2026-07-12 15:01:00,SN-9986,30.4,false,67.0,Clean
2026-07-12 15:01:10,SN-9982,28.1,true,86.0,Clean
2026-07-12 15:01:10,SN-9983,27.5,false,92.0,Clean
2026-07-12 15:01:10,SN-9984,28.9,false,74.0,Clean
2026-07-12 15:01:10,SN-9985,27.0,false,79.0,Clean
2026-07-12 15:01:10,SN-9986,30.3,false,67.0,Clean
2026-07-12 15:01:20,SN-9982,27.6,false,86.0,Clean
2026-07-12 15:01:20,SN-9983,27.5,true,92.0,Clean
2026-07-12 15:01:20,SN-9984,28.9,false,74.0,Clean
2026-07-12 15:01:20,SN-9985,27.4,true,79.0,Clean
2026-07-12 15:01:20,SN-9986,30.8,false,67.0,Clean
2026-07-12 15:01:30,SN-9982,28.0,true,86.0,Clean
2026-07-12 15:01:30,SN-9983,27.6,true,92.0,Clean
2026-07-12 15:01:30,SN-9984,29.4,false,74.0,Clean
2026-07-12 15:01:30,SN-9985,27.1,true,79.0,Clean
2026-07-12 15:01:30,SN-9986,30.5,false,67.0,Clean
2026-07-12 15:01:40,SN-9982,27.9,false,86.0,Clean
2026-07-12 15:01:40,SN-9983,27.7,false,92.0,Clean
2026-07-12 15:01:40,SN-9984,29.1,false,74.0,Clean
2026-07-12 15:01:40,SN-9985,27.5,true,79.0,Clean
2026-07-12 15:01:40,SN-9986,30.6,false,67.0,Clean
2026-07-12 15:01:50,SN-9982,28.2,false,86.0,Clean
2026-07-12 15:01:50,SN-9983,27.7,true,92.0,Clean
2026-07-12 15:01:50,SN-9984,29.2,true,74.0,Clean
2026-07-12 15:01:50,SN-9985,27.6,true,79.0,Clean
2026-07-12 15:01:50,SN-9986,30.7,true,67.0,Clean
2026-07-12 15:02:00,SN-9982,28.1,true,85.0,Clean
2026-07-12 15:02:00,SN-9983,28.1,false,91.0,Clean
2026-07-12 15:02:00,SN-9984,29.2,true,73.0,Clean
2026-07-12 15:02:00,SN-9985,27.7,true,78.0,Clean
2026-07-12 15:02:00,SN-9986,30.6,false,66.0,Clean
2026-07-12 15:02:10,,28.4,true,85.0,Error: Missing Device ID
2026-07-12 15:02:10,SN-9983,27.9,true,91.0,Clean
2026-07-12 15:02:10,SN-9984,29.3,true,73.0,Clean
2026-07-12 15:02:10,SN-9985,27.8,false,78.0,Clean
2026-07-12 15:02:10,SN-9986,30.7,true,66.0,Clean
2026-07-12 15:02:20,SN-9982,28.4,FALSEE,85.0,Clean
2026-07-12 15:02:20,SN-9983,,false,91.0,Warning: Missing or Outlier Data
2026-07-12 15:02:20,SN-9984,29.6,false,73.0,Clean
2026-07-12 15:02:20,SN-9985,27.4,false,78.0,Clean
2026-07-12 15:02:20,SN-9986,31.0,false,66.0,Clean
2026-07-12 15:02:30,SN-9982,28.5,false,85.0,Clean
2026-07-12 15:02:30,SN-9983,28.3,false,91.0,Clean
2026-07-12 15:02:30,SN-9984,29.4,false,,Warning: Missing or Outlier Data
2026-07-12 15:02:30,SN-9985,27.6,true,78.0,Clean
2026-07-12 15:02:30,SN-9986,30.8,false,66.0,Clean
2026-07-12 15:02:40,SN-9982,28.2,false,85.0,Clean
2026-07-12 15:02:40,SN-9983,27.9,true,91.0,Clean
2026-07-12 15:02:40,SN-9984,,true,73.0,Warning: Missing or Outlier Data
2026-07-12 15:02:40,SN-9985,27.7,true,78.0,Clean
2026-07-12 15:02:40,SN-9986,30.8,false,66.0,Clean
2026-07-12 15:02:50,SN-9982,28.3,false,85.0,Clean
2026-07-12 15:02:50,SN-9983,28.4,false,91.0,Clean
2026-07-12 15:02:50,SN-9984,30.0,true,73.0,Clean
2026-07-12 15:02:50,SN-9985,27.8,true,78.0,Clean
2026-07-12 15:02:50,SN-9986,30.7,true,66.0,Clean
2026-07-12 15:03:00,SN-9982,28.8,true,85.0,Clean
2026-07-12 15:03:00,SN-9983,,true,91.0,Warning: Missing or Outlier Data
2026-07-12 15:03:00,SN-9984,30.0,true,73.0,Clean
2026-07-12 15:03:00,SN-9985,27.8,true,78.0,Clean
2026-07-12 15:03:00,SN-9986,30.7,false,66.0,Clean
2026-07-12 15:03:10,SN-9982,28.9,true,85.0,Clean
2026-07-12 15:03:10,SN-9983,,true,91.0,Warning: Missing or Outlier Data
2026-07-12 15:03:10,SN-9984,29.8,true,73.0,Clean
2026-07-12 15:03:10,SN-9985,27.9,false,78.0,Clean
2026-07-12 15:03:10,SN-9986,,false,66.0,Warning: Missing or Outlier Data
2026-07-12 15:03:20,SN-9982,28.6,true,85.0,Clean
2026-07-12 15:03:20,SN-9983,28.3,false,91.0,Clean
2026-07-12 15:03:20,SN-9984,30.0,false,,Warning: Missing or Outlier Data
2026-07-12 15:03:20,SN-9985,27.6,true,78.0,Clean
2026-07-12 15:03:20,SN-9986,30.7,false,66.0,Clean
2026-07-12 15:03:30,SN-9982,28.6,true,85.0,Clean
2026-07-12 15:03:30,SN-9983,28.4,true,91.0,Clean
2026-07-12 15:03:30,SN-9984,30.1,true,73.0,Clean
2026-07-12 15:03:30,SN-9985,27.6,true,78.0,Clean
2026-07-12 15:03:30,SN-9986,30.8,true,66.0,Clean
2026-07-12 15:03:40,SN-9982,28.8,true,85.0,Clean
2026-07-12 15:03:40,SN-9983,28.4,true,91.0,Clean
2026-07-12 15:03:40,SN-9984,29.8,false,73.0,Clean
2026-07-12 15:03:40,SN-9985,28.0,false,78.0,Clean
2026-07-12 15:03:40,SN-9986,30.8,false,66.0,Clean
